LeadId,CompanyName,Industry,Website,Location,Address,DecisionMakerName,Designation,Email,EmailType,Phone,LinkedIn,Facebook,Instagram,Twitter,YouTube,ContactPage,SourceKeyword,HasTestimonials,HasVideoTestimonials,HasCaseStudies,HasGoogleReviews,LeadScore,Priority,CreatedDate
41,Home,Branding Agency,https://digisuggest.com/,"Delhi, India, specializing in data-driven growth strategies for businesses ranging from startups to established brands.</p><p>Founded in 2014 by <a href=""https://digisuggest.com/ashwani-tyagi/""><stron","Delhi, India, specializing in data-driven growth strategies for businesses ranging from startups to established brands.</p><p>Founded in 2014 by <a href=""https://digisuggest.com/ashwani-tyagi/""><stron",Ashwani Tyagi,Founder,info@digisuggest.com,Generic,+2616769217,https://www.linkedin.com/company/digi-suggest/?viewAsMember=true,https://www.facebook.com/profile.php?id=61557597680178&mibextid=ZbWKwL,https://www.instagram.com/digisuggestofficial/,https://twitter.com/Digisuggest_,https://www.youtube.com/@DigiSuggest,https://digisuggest.com/contact-us/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:03:50.907221
42,Expert Digital India,SEO Agency,https://expertdigitalindia.com/,Delhi. This company provides Google promotion services to make all businesses visible online. We offer various services to boost your business's online visibility.</p>,Delhi. This company provides Google promotion services to make all businesses visible online. We offer various services to boost your business's online visibility.</p>,,,info@expertdigitalindia.com,Generic,+919315206994,,https://m.facebook.com/people/Expert-Digital-India/61563169873195/,https://www.instagram.com/expertdigitalindia/,https://x.com/expertdigital86,,https://expertdigitalindia.com/contact.php,SEO Agency,True,True,True,False,100,Hot Lead,2026-06-23T07:03:54.996128
43,"Scale Nova Technologies | Best Digital Marketing Agency In Delhi NCR - Marketing Agency in Chandni Chowk, New Delhi, Delhi",SEO Agency,https://scale-nova-technologies.grexa.site/,"<!DOCTYPE html><html lang=""en""><head><meta charSet=""utf-8""/><meta name=""viewport"" content=""width=device-width, initial-scale=1""/><link rel=""preload"" as=""image"" href=""https://lh4.googleusercontent.com/","<!DOCTYPE html><html lang=""en""><head><meta charSet=""utf-8""/><meta name=""viewport"" content=""width=device-width, initial-scale=1""/><link rel=""preload"" as=""image"" href=""https://lh4.googleusercontent.com/",,,,,146663537762,,,,,,https://scale-nova-technologies.grexa.site/contact,SEO Agency,False,False,True,False,100,Hot Lead,2026-06-23T07:03:56.967260
44,"Digital Marketing Company in Delhi | Website Design, SEO & Ads | Sync Soft Solution",PPC Agency,https://syncsoftsolution.com/,"<p>Delhi, India · Serving clients worldwide</p>","<p>Delhi, India · Serving clients worldwide</p>",,,you@company.com,Personal Business,+918750347699,https://www.linkedin.com/company/sync-soft-solution/,https://www.facebook.com/people/Sync-Soft-Solution/61560179325916/,https://www.instagram.com/sync_soft,https://x.com/infoSyncsoft,https://www.youtube.com/@SyncsoftSolution/videos,https://syncsoftsolution.com/contact-us.php,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:04:05.471706
45,Top Digital Marketing Company India | Digital Marketing Agency India,SEO Agency,https://www.acsius.com/,"New Delhi, India. With more than a decade of experience, we have been empowering businesses worldwide with innovative, scalable, and ROI-driven digital solutions.</p></div></div></div><div class=""elem","New Delhi, India. With more than a decade of experience, we have been empowering businesses worldwide with innovative, scalable, and ROI-driven digital solutions.</p></div></div></div><div class=""elem",Digital Marketing Excellence,CEO,info@acsius.com,Generic,+2616769217,https://www.linkedin.com/company/acsius,https://www.facebook.com/ACSIUS,https://www.instagram.com/acsiustech/,https://twitter.com/acsius,,https://www.acsius.com/contact/,SEO Agency,True,True,True,True,100,Hot Lead,2026-06-23T07:04:26.257362
46,Google's products and services,SEO Agency,https://www.google.co.in/intl/en/about/products?tab=lh,"===void 0?""ZNWN1d"":a.hq;var h=a.onMessage===void 0?void 0:a.onMessage;a=a.eC===void 0?void 0:a.eC;return jja({destination:b,getSource:function(){return c.contentWindow},","===void 0?""ZNWN1d"":a.hq;var h=a.onMessage===void 0?void 0:a.onMessage;a=a.eC===void 0?void 0:a.eC;return jja({destination:b,getSource:function(){return c.contentWindow},",No Genie,CEO,smart.journey.prober@gmail.com,Personal Business,+2000022020,,,,,https://www.youtube.com/yt/about/?utm_source=about.google&utm_medium=referral&utm_campaign=productslist,https://support.google.com/?utm_source=about.google&utm_medium=referral&utm_campaign=productspage,SEO Agency,True,True,True,False,100,Hot Lead,2026-06-23T07:04:30.353889
47,Samyak Online™,SEO Agency,https://www.samyakonline.net/,"New Delhi, India.""><meta name=""keywords"" content=""Rate & Review Us""><!-- BOF OG Tag  --><meta property=""og:locale"" content=""en_US"" /><meta property=""og:type"" content=""website"" /><meta property=""og:tit","New Delhi, India.""><meta name=""keywords"" content=""Rate & Review Us""><!-- BOF OG Tag  --><meta property=""og:locale"" content=""en_US"" /><meta property=""og:type"" content=""website"" /><meta property=""og:tit",,,inquiry@samyakonline.net,Generic,+3403400760,https://www.linkedin.com/company/samyak-online-services-pvt--ltd-?,https://www.facebook.com/samyakonlineindia/,https://www.instagram.com/samyakonlineindia/,https://x.com/samyakonline,https://www.youtube.com/@samyakonlineindia,https://www.samyakonline.net/seo-company-new-delhi-india.php,SEO Agency,True,True,True,True,100,Hot Lead,2026-06-23T07:04:36.492943
48,Top Digital Marketing Company in India | Eco Digital Experts,SEO Agency,https://www.ecoseoexperts.com/,"the heart of Ghaziabad, India, we specialize in crafting powerful digital experiences that deliver measurable results. Whether you’re a startup aiming for visibility or an established enterprise looki","the heart of Ghaziabad, India, we specialize in crafting powerful digital experiences that deliver measurable results. Whether you’re a startup aiming for visibility or an established enterprise looki",,,info@ecoseoexperts.com,Generic,+3403400760,,https://www.facebook.com/ecodigiexperts,https://www.instagram.com/digital_ecoseoexperts_llp/,https://twitter.com/ecodigiexperts,https://www.youtube.com/@ecoseoexperts93,https://ecoseoexperts.com/contact/,SEO Agency,False,True,True,False,85,Hot Lead,2026-06-23T07:04:42.633467
49,PageTraffic,SEO Agency,https://www.pagetraffic.in/,2002 to a team of 120+ and offices in 7 locations across the globe.</p>,2002 to a team of 120+ and offices in 7 locations across the globe.</p>,Be Awesome,Director,hrchicago@pagetraffic.in,Personal Business,+442070978643,https://www.linkedin.com/company/page-traffic-web-tech,https://www.facebook.com/PageTraffic.in/,https://www.instagram.com/pagetraffic/,https://x.com/pagetraffic,https://www.youtube.com/user/pagetraffic,https://www.pagetraffic.in/get-in-touch/?utm_source=Header&utm_medium=website&utm_campaign=onpage,SEO Agency,True,True,True,False,100,Hot Lead,2026-06-23T07:04:52.353214
50,Webcrewl,SEO Agency,https://www.webcrewl.com/,"<meta name=""viewport"" content=""width=device-width, user-scalable=no, initial-scale=1.0, minimum-scale=1.0, maximum-scale=1.0"" />","<meta name=""viewport"" content=""width=device-width, user-scalable=no, initial-scale=1.0, minimum-scale=1.0, maximum-scale=1.0"" />",,,info@webcrewl.com,Generic,+918851254220,https://www.linkedin.com/company/webcrewl/,https://www.facebook.com/webcrewl/,https://www.instagram.com/webcrewl/,https://twitter.com/webcrewl,,https://www.webcrewl.com/contact.php,SEO Agency,True,True,True,False,100,Hot Lead,2026-06-23T07:05:02.112407
51,Obiyan Infotech,SEO Agency,https://www.obiyaninfotech.com/seo-services/,"<a href=""tel:+917044444433"" class=""number""><strong>INDIA</strong> +91 7044444433</a></div></span></div></div></div></div><header id=""site-header"" class=""minimal-header has-social has-after-header-cont","<a href=""tel:+917044444433"" class=""number""><strong>INDIA</strong> +91 7044444433</a></div></span></div></div></div></div><header id=""site-header"" class=""minimal-header has-social has-after-header-cont",,,,,+918810446682,,,,,,https://www.obiyaninfotech.com/contact/,SEO Agency,True,True,True,True,100,Hot Lead,2026-06-23T07:05:20.075356
52,Digital seo ranker,SEO Agency,https://digitalseorank.wordpress.com/,<link crossorigin='anonymous' rel='stylesheet' id='all-css-14-1' href='/_static/??-eJx9j8EKwyAQRH+odgk9aA+l32Jka7foruiakL+v0EugIbcZeA9mYC0mCCuygr4xY4PSZ6i0EEcVhqZbwmto7QLH6OIreSAOP9SsJUj+E3I3JfVI3KDin,<link crossorigin='anonymous' rel='stylesheet' id='all-css-14-1' href='/_static/??-eJx9j8EKwyAQRH+odgk9aA+l32Jka7foruiakL+v0EugIbcZeA9mYC0mCCuygr4xY4PSZ6i0EEcVhqZbwmto7QLH6OIreSAOP9SsJUj+E3I3JfVI3KDin,,,info@digitalseoranker.com,Generic,+918810240542,,,,,,http://8810240542,SEO Agency,False,True,True,False,85,Hot Lead,2026-06-23T07:05:23.703770
53,Panasys Technologies,SEO Agency,https://panasys.in/,"'var e8=function(U,W,y,L,Y,e,G,A,M,P,m){for(P=15;P!=81;){if(P==26)return m;if(P==0){for(A in(e=W,Y).o){for(M=(G=W,Y).o[A];G<M.length;G++)++e,LE(8,L,M[G]);delete (Y.u9--,Y).o[A]}P=26}else P==93?P=(y-3^","'var e8=function(U,W,y,L,Y,e,G,A,M,P,m){for(P=15;P!=81;){if(P==26)return m;if(P==0){for(A in(e=W,Y).o){for(M=(G=W,Y).o[A];G<M.length;G++)++e,LE(8,L,M[G]);delete (Y.u9--,Y).o[A]}P=26}else P==93?P=(y-3^",,,contact@panasys.in,Generic,+919643966944,https://www.linkedin.com/company/panasy,https://www.facebook.com/PanasysTech,https://www.instagram.com/panasyscorp/,https://x.com/Panasyscorp,,https://panasys.in/contact/,SEO Agency,True,True,True,False,100,Hot Lead,2026-06-23T07:05:28.951401
54,Ritu Choudhary,SEO Agency,http://adstalento.com/,"<span class=""subtext""><p>We have worked with almost 3500+ clients operating in various industries offering them 360 degree digital marketing assistance, so that pumping up ROI and higher conversions b","<span class=""subtext""><p>We have worked with almost 3500+ clients operating in various industries offering them 360 degree digital marketing assistance, so that pumping up ROI and higher conversions b",,,adtalento1@gmail.com,Personal Business,+917217713392,https://www.linkedin.com/company/adstalento/,https://www.facebook.com/AdsTALENTO,https://www.instagram.com/adstalento/,,,https://adstalento.com/contact/,SEO Agency,True,True,True,False,100,Hot Lead,2026-06-23T07:05:33.234442
55,Digital Marketing Services – Best Digital Marketing Services in Delhi NCR,SEO Agency,https://sathilab.com/,"<script src=""https://www.google.com/recaptcha/api.js?render=6LecyUYnAAAAAHQEz7M_Eyc7yQrpDLRuyw2t32b8&amp;ver=3.0"" id=""google-recaptcha-js""></script>","<script src=""https://www.google.com/recaptcha/api.js?render=6LecyUYnAAAAAHQEz7M_Eyc7yQrpDLRuyw2t32b8&amp;ver=3.0"" id=""google-recaptcha-js""></script>",,,info@sathilab.com,Generic,+919931265880,,https://www.facebook.com/SathiLabMarketing/,https://www.instagram.com/sathilab108/,,https://www.youtube.com/watch?v=Sb7h266MSf0,https://sathilab.com/contact/,SEO Agency,True,True,True,False,100,Hot Lead,2026-06-23T07:05:42.040867
56,Top SEO Agency - Best SMO Company in Delhi India 2026-2027,SEO Agency,http://onemarketingtek.com/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1"">",,,info@onemarketingtek.com,Generic,+918585909505,https://www.linkedin.com/company/one-marketing-tek,https://www.facebook.com/onemarketingtek,https://www.instagram.com/onemarketingtek/,https://twitter.com/onemarkettek,,https://onemarketingtek.com/contact/,SEO Agency,True,False,True,False,100,Hot Lead,2026-06-23T07:05:55.431223
57,Top Digital Marketing Agency | Boost Your Business Now,SEO Agency,https://www.socialgo.in/,"Delhi, with offices in four locations in India: 1. New Ashok Nagar (Delhi), 2. Noida 15 (UP), 3. Bangalore, 4. Muzaffarpur (Bihar). We are also available in Canada and over 25 other countries. We have","Delhi, with offices in four locations in India: 1. New Ashok Nagar (Delhi), 2. Noida 15 (UP), 3. Bangalore, 4. Muzaffarpur (Bihar). We are also available in Canada and over 25 other countries. We have",,,contact@socialgo.in,Generic,+919958586895,https://www.linkedin.com/company/socialgoindia/,https://www.facebook.com/socialgo.india/,https://www.instagram.com/socialgo.india/,https://x.com/socialgoindia,https://www.youtube.com/channel/UCrlqFzYZG89Oeka9urqpOvw,https://socialgo.in/contact-us/,SEO Agency,True,True,True,False,100,Hot Lead,2026-06-23T07:06:05.945885
58,TheRankHQ: Digital Marketing Company Driving Real ROI,SEO Agency,https://therankhq.com/,<title>TheRankHQ: Digital Marketing Company Driving Real ROI</title>,<title>TheRankHQ: Digital Marketing Company Driving Real ROI</title>,,,info@therankhq.com,Generic,+282843282843,https://www.linkedin.com/company/therankhq/,https://www.facebook.com/therankhq,https://www.instagram.com/therankhq/,https://twitter.com/digi_zeal,,https://therankhq.com/contact-us/,SEO Agency,True,True,True,False,100,Hot Lead,2026-06-23T07:06:17.464649
59,SEO Discovery,SEO Agency,https://www.seodiscovery.com/,</div>,</div>,,,info@seodiscovery.com,Generic,+3403400760,https://www.linkedin.com/company/seodiscovery,https://www.facebook.com/SEODiscoveryTM/,https://www.instagram.com/seo_discovery_pvt_ltd/,https://twitter.com/seodiscoveryTM,https://www.youtube.com/channel/UC_iKl2wuNPg_ayTJ993sZUA,mailto:sales@seodiscovery.com,SEO Agency,True,True,True,True,100,Hot Lead,2026-06-23T07:06:21.717680
60,"digital marketing freelancer | SEO, SMM, Web & Meta Ads Expert",SEO Agency,https://solefreelancer.com/,"<script nonce=""yuqfGJ4i"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s","<script nonce=""yuqfGJ4i"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s",,,ishafreelancer1109@gmail.com,Personal Business,+3403400760,,https://www.facebook.com/profile.php?id=61577982101458,https://www.instagram.com/hiresolefreelancer/,,,https://solefreelancer.com/#contactus,SEO Agency,False,True,True,False,85,Hot Lead,2026-06-23T07:06:38.097291
61,Delhi SEO & Web Development | Rank Up Webs,SEO Agency,https://www.rankupwebs.com/,"<a href=""https://share.google/q1qCMIfCDryhq2wc4"" target=""_blank"" aria-label=""Google"">","<a href=""https://share.google/q1qCMIfCDryhq2wc4"" target=""_blank"" aria-label=""Google"">",,,info@rankupwebs.com,Generic,+3403400760,https://www.linkedin.com/company/rank-up-webs,https://www.facebook.com/profile.php?id=61573499588073,https://www.instagram.com/rank.up.webs?igsh=bG1zNHNuejJkb3pr,https://x.com/rankupwebs/,https://youtube.com/@rankupwebs?si=Y-iC2U-0ceSbNEoe,tel:+919911752235,SEO Agency,True,True,True,True,100,Hot Lead,2026-06-23T07:06:46.203109
62,Dr. Rita Bakshi | Best IVF Specialist & Gynaecologist Delhi,SEO Agency,https://drritabakshi.in/,"<div class=""eael-filter-gallery-container eael-filter-gallery-grid"" data-images-per-page="""" data-total-gallery-items=""9"" data-nomore-item-text="""" data-is-randomize=""no"" data-settings=""{&quot;grid_styl","<div class=""eael-filter-gallery-container eael-filter-gallery-grid"" data-images-per-page="""" data-total-gallery-items=""9"" data-nomore-item-text="""" data-is-randomize=""no"" data-settings=""{&quot;grid_styl",,,hr@risaaivf.com,Personal Business,+919555544422,,https://www.facebook.com/drritabakshi.in/,https://www.instagram.com/drrita_bakshi/,https://x.com/dr_ritabakshi,https://www.youtube.com/@risaaivf,https://drritabakshi.in/contact-us/,SEO Agency,True,True,True,False,100,Hot Lead,2026-06-23T07:06:59.992241
63,SCALE UP SEO INDIA,SEO Agency,https://scaleupseo.in/,"<p data-start=""1629"" data-end=""1735"">Today, we are recognized as a trusted <strong data-start=""1667"" data-end=""1698"">SEO Company in Dwarka Delhi</strong> serving businesses across Delhi NCR.</p>","<p data-start=""1629"" data-end=""1735"">Today, we are recognized as a trusted <strong data-start=""1667"" data-end=""1698"">SEO Company in Dwarka Delhi</strong> serving businesses across Delhi NCR.</p>",,,info@scaleupseo.in,Generic,+3403400760,https://www.linkedin.com/company/scaleup-seo-digital-marketing-seo-agency/,https://www.facebook.com/profile.php?id=61584319329932,https://www.instagram.com/scaleupseo001/,,,https://scaleupseo.in/contact-us,SEO Agency,False,True,True,False,85,Hot Lead,2026-06-23T07:07:04.064662
64,Hire SEO Expert in Delhi | SEO Specialist Delhi | Affordable SEO Professional Near Me – 4 SEO Help,SEO Agency,https://www.4seohelp.com/seo-expert/,India which is delivering excellent results for quite a few years. Our Pay Per Click Packages are customized and cheaper than other marketing firms across India. Our marketing experts believe in provi,India which is delivering excellent results for quite a few years. Our Pay Per Click Packages are customized and cheaper than other marketing firms across India. Our marketing experts believe in provi,Management Services,Founder,info@4seohelp.com,Generic,+918506959088,,//www.facebook.com/4SEOHelp,//www.instagram.com/4seohelpofficial/,//twitter.com/4SEOHelp,//www.youtube.com/@4SEOHelp,https://www.facebook.com/4SEOHelp,SEO Agency,False,True,True,False,85,Hot Lead,2026-06-23T07:07:09.541197
65,seo startup,SEO Agency,https://www.seostartup.in/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1"">",,,info@seostartup.in,Generic,+918595019924,https://www.linkedin.com/company/seo-startup/,https://www.facebook.com/seostartup.in,https://www.instagram.com/seo.startup,https://x.com/seostartup_/,,https://www.seostartup.in/contact-us.php,SEO Agency,True,False,True,False,100,Hot Lead,2026-06-23T07:07:18.232645
66,sriram soft solutions pvt ltd,SEO Agency,https://www.sriramsoft.com/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1, maximum-scale=1"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1, maximum-scale=1"">",,,,,+919650288489,,https://www.facebook.com/sriramsoftsolutionspvtltd,,,,https://www.sriramsoft.com/contact-us.html,SEO Agency,True,False,True,False,100,Hot Lead,2026-06-23T07:07:22.320219
67,Local SEO Expert in Delhi - Rank Your Business on Google Maps,SEO Agency,https://seopathshala.com/services/local-seo-services-delhi-ncr/,"<script src=""https://www.googletagmanager.com/gtag/js?id=G-DCD7MDZ4CG"" defer data-deferred=""1""></script> <script src=""data:text/javascript;base64,d2luZG93LmRhdGFMYXllcj13aW5kb3cuZGF0YUxheWVyfHxbXTtmdW","<script src=""https://www.googletagmanager.com/gtag/js?id=G-DCD7MDZ4CG"" defer data-deferred=""1""></script> <script src=""data:text/javascript;base64,d2luZG93LmRhdGFMYXllcj13aW5kb3cuZGF0YUxheWVyfHxbXTtmdW",Start Lazy Load,CEO,abhaysaxena@seopathshala.com,Personal Business,+2616769217,,http://facebook.com/profile.php?id=100067294417141,http://instagram.com/seo_pathshala,https://x.com/AbbhaySaxena555,https://www.youtube.com/@SEOPathshala,https://seopathshala.com/contact-us/,SEO Agency,False,True,True,False,85,Hot Lead,2026-06-23T07:07:28.513343
68,Digital Marketing Agency In India | Digital Marketing Company | White Bunnie,SEO Agency,https://whitebunnie.com/,"Noida, with branches in New Delhi, Canada, and the USA, we specialize in cutting-edge digital marketing solutions. Our services encompass SEO, Local SEO, Link Building, PR, Social Media Management, Go","Noida, with branches in New Delhi, Canada, and the USA, we specialize in cutting-edge digital marketing solutions. Our services encompass SEO, Local SEO, Link Building, PR, Social Media Management, Go",,,neha@whitebunnie.com,Personal Business,+919971744661,https://in.linkedin.com/company/whitebunnie/,https://www.facebook.com/Dwhitebunnie,https://www.instagram.com/dwhitebunnie/,https://twitter.com/WhiteBunnie6,https://www.youtube.com/watch?v=NVPdJnpSu9o,https://whitebunnie.com/contact-us/,SEO Agency,True,True,True,False,100,Hot Lead,2026-06-23T07:07:33.810071
69,BizRanko – SEO Company in India,SEO Agency,https://bizranko.com/,"<script nonce=""BnZApglc"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s","<script nonce=""BnZApglc"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s",,,info@bizranko.com,Generic,+3403400760,,,,,,https://bizranko.com/,SEO Agency,True,True,True,False,100,Hot Lead,2026-06-23T07:07:36.834838
70,SEO Services Delhi,SEO Agency,https://braincube.in/,"<meta name=""description"" content=""BrainCube&reg; Services Pvt Ltd - Affordable SEO Services India is an award winning Best SEO Company Delhi offers SEO Services Delhi with 100% White-Hat SEO Services","<meta name=""description"" content=""BrainCube&reg; Services Pvt Ltd - Affordable SEO Services India is an award winning Best SEO Company Delhi offers SEO Services Delhi with 100% White-Hat SEO Services",,,sales@braincube.in,Generic,+911204214850,https://in.linkedin.com/company/braincube-services-pvt-ltd,https://www.facebook.com/BrainCubeServices/,,https://twitter.com/braincubeltd,,https://braincube.in/contact.php,SEO Agency,True,False,True,False,100,Hot Lead,2026-06-23T07:07:39.001787
71,Digi Info Expert,SEO Agency,https://www.digiinfoexpert.com/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=0"">",,,digiinfoexperts@gmail.com,Personal Business,+917503855021,,https://www.facebook.com/digiinfoexpert/,https://www.instagram.com/digiinfoexpert/,https://twitter.com/digiinfoexpert,https://www.youtube.com/@DigiInfoExpert,https://www.digiinfoexpert.com/#free-consult,SEO Agency,True,True,True,False,100,Hot Lead,2026-06-23T07:08:29.103340
72,Digital Markitors,SEO Agency,https://www.digitalmarkitors.com/,"Delhi. We are a complete digital marketing company that discusses and expertly applies all your strategies. Our top-notch services include everything, right from designing your business website and th","Delhi. We are a complete digital marketing company that discusses and expertly applies all your strategies. Our top-notch services include everything, right from designing your business website and th",John Smith,CEO,hello@digitalmarkitors.com,Generic,+3403400760,https://www.linkedin.com/company/digitalmarkitors/,https://www.facebook.com/digitalmarkitors/,https://www.instagram.com/digitalmarkitorsofficial/,https://twitter.com/digitalmarkitor,,https://www.digitalmarkitors.com/#formBg,SEO Agency,True,True,True,False,100,Hot Lead,2026-06-23T07:08:31.570839
73,image,PPC Agency,https://mmdigitaltechmkt.com/,<h3>We Are Ready To Serving</h3>,<h3>We Are Ready To Serving</h3>,,,marketing@mmdigitaltechmkt.com,Generic,+917011195988,,https://www.facebook.com/people/MM-Digital-Tech/100076148561320/?locale=hi_IN&paipv=0&eav=AfY8Ob7pI-BaT1eDDl_h9yUNUhAjeTbWgcBDSeRN6cDYp13j219ho9UWdIftuUXN2xc&_rdr,https://www.instagram.com/mmdigitaltechmkt/,https://twitter.com/mmdigitaltech,https://www.youtube.com/techusuent/,https://mmdigitaltechmkt.com/contact.php,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:08:35.436740
74,Folksy Digital,SEO Agency,https://www.folksydigital.com/,We have a successful track record of over 10+ years in serving our clients with innovative and specialized IT solutions.					</p>,We have a successful track record of over 10+ years in serving our clients with innovative and specialized IT solutions.					</p>,,,info@folksydigital.com,Generic,+919821799836,https://www.linkedin.com/company/folksy-digital-solution-pvt-ltd,https://www.facebook.com/Folksydigital/,https://www.instagram.com/folksydigital/,https://twitter.com/folksydigital,https://www.youtube.com/channel/UCSZn5AN_gxR7ph8DhHgassg,https://www.folksydigital.com/contact/,SEO Agency,True,True,True,False,100,Hot Lead,2026-06-23T07:08:40.151897
75,Kenoovate Solution,SEO Agency,https://www.kenovate.com/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">",,,info@kenovate.com,Generic,+911142141242,https://www.linkedin.com/company/kenovate-solutions/?originalSubdomain=in,https://www.facebook.com/Kenoovate,,https://x.com/kenovate,,https://www.kenovate.com/contactus.html,SEO Agency,True,False,True,False,100,Hot Lead,2026-06-23T07:08:44.615554
76,SoftSolvate,SEO Agency,https://www.softsolvate.com/search-engine-optimization/,"<p style=""text-align: center;""><strong>TheBeaconLight.in</strong> is an online knowledge hub brought to you by Mudaliar Coaching Classes, Gondia established in about 1990. We have been serving here in","<p style=""text-align: center;""><strong>TheBeaconLight.in</strong> is an online knowledge hub brought to you by Mudaliar Coaching Classes, Gondia established in about 1990. We have been serving here in",,,info@softsolvate.com,Generic,+919971460615,,https://www.facebook.com/SoftSolvate/,https://www.instagram.com/softsolvate/,,,https://softsolvate.com/contact/,SEO Agency,True,False,True,False,100,Hot Lead,2026-06-23T07:08:51.925878
77,Damshool SEO Company in Ghaziabad | Digital Marketing and Website Development Agency,SEO Agency,https://www.damshool.com/,"<img src=""https://www.damshool.com/assets/img/logos/graphql.svg"" alt=""GraphQL"" loading=""lazy"">","<img src=""https://www.damshool.com/assets/img/logos/graphql.svg"" alt=""GraphQL"" loading=""lazy"">",,,hello@damshool.com,Generic,+919266991719,https://www.linkedin.com/company/damshool-llp,https://www.facebook.com/profile.php?id=61579426635371,https://www.instagram.com/damshool_llp,https://x.com/damshoolllp,https://www.youtube.com/@damshoolLLP,https://www.damshool.com/contact,SEO Agency,True,True,True,False,100,Hot Lead,2026-06-23T07:08:55.940825
78,Improving Brand's Presence Through Modern DigitalStrategies,PPC Agency,https://profitbyppc.com/,"logo.png"" alt="""">","logo.png"" alt="""">",,,contact@profitbyppc.com,Generic,+3403400760,https://www.linkedin.com/company/profitbyppc/,https://www.facebook.com/ProfitByPPC,https://www.instagram.com/profitbyppc/,https://twitter.com/ProfitByPPC,,mailto:contact@profitbyppc.com,PPC Agency,False,True,True,False,65,Warm Lead,2026-06-23T07:14:39.013273
79,The Sovereign India - Amazon Advertising Agency,PPC Agency,https://www.thesovereignindia.com/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />","<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />",,,,,,,,,,,,PPC Agency,False,False,False,False,70,Warm Lead,2026-06-23T07:14:40.232909
80,Best SEO Company in Noida | SEO Services Agency in Noida,PPC Agency,https://www.e2webservices.com/seo-company-noida.php,"<h1 class=""text-white"">Office Inside</h1>","<h1 class=""text-white"">Office Inside</h1>",,,sales@e2webservices.com,Generic,+16477012474,https://www.linkedin.com/company/e2webservices/,https://www.facebook.com/E2webservices/,https://www.instagram.com/e2webservices/,https://twitter.com/e2webservices/,,https://www.e2webservices.com/contact.php,PPC Agency,True,True,True,True,90,Hot Lead,2026-06-23T07:14:43.824762
81,PPC SEO Marketing - Mumbai,PPC Agency,https://www.ppcseomarketing.com/,if (/\b(interior designer|interior design|home interior|office interior)\b/.test(t)) return 'interior';,if (/\b(interior designer|interior design|home interior|office interior)\b/.test(t)) return 'interior';,,,info@ppcseomarketing.com,Generic,+8105009104,,,,,,https://ppcseomarketing.com/contact-us/,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:14:49.228099
82,Best Digital Marketing Agency India - Top Digital Marketing Services,PPC Agency,https://adsdad.com/,"<script type=""text/javascript"" id=""google_gtagjs"" src=""https://www.googletagmanager.com/gtag/js?id=G-HQS8N0TXNZ"" async=""async""></script>","<script type=""text/javascript"" id=""google_gtagjs"" src=""https://www.googletagmanager.com/gtag/js?id=G-HQS8N0TXNZ"" async=""async""></script>",,,info@adsdad.com,Generic,+3403400760,https://www.linkedin.com/company/adsdaddigital/jobs/,https://www.facebook.com/adsdaddigitalllp/,https://www.instagram.com/AdsdadDigital/,https://twitter.com/AdsdadDigital,,tel:+918789522578,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:14:55.789161
